file,line,lhs_chain,snippet
Mapping_EntityCe.cs,1311,<init>.Costs,"Costs = intCosts,"
Mapping_EntityCe.cs,1313,<init>.QualifiedAncShipIncome,QualifiedAncShipIncome =
Mapping_EntityCe.cs,1316,<init>.Total,"Total = ancTotal,"
Mapping_EntityCe.cs,1317,<init>.Revenue,"Revenue = ancRevenue,"
Mapping_EntityCe.cs,1318,<init>.Costs,"Costs = ancCosts,"
Mapping_EntityCe.cs,1320,<init>.SubstanceExclusion,SubstanceExclusion =
Mapping_EntityCe.cs,1323,<init>.PayrollCosts,"PayrollCosts = payroll,"
Mapping_EntityCe.cs,1324,<init>.TangibleAssets,"TangibleAssets = tangible,"
Mapping_EntityCe.cs,1326,<init>.CoveredTaxes,"CoveredTaxes = covTaxes,"
Mapping_EntityCe.cs,1414,<init>.Status,"Status = art76Status,"
Mapping_EntityCe.cs,1415,<init>.ElectionYear,"ElectionYear = art76Ey,"
Mapping_EntityCe.cs,1416,<init>.RevocationYear,"RevocationYear = art76Ry ?? default,"
Mapping_EntityCe.cs,1417,<init>.RevocationYearSpecified,"RevocationYearSpecified = art76Ry.HasValue,"
Mapping_EntityCe.cs,1418,<init>.ActualDeemedDist,"ActualDeemedDist = gRaw,"
Mapping_EntityCe.cs,1419,<init>.LocalCreditableTaxGross,"LocalCreditableTaxGross = kRaw,"
Mapping_EntityCe.cs,1529,<init>.NetGlobeIncome,"NetGlobeIncome = string.IsNullOrEmpty(ngiRaw) ? null : ngiRaw,"
Mapping_EntityCe.cs,1530,<init>.TopUpTax,"TopUpTax = string.IsNullOrEmpty(tutRaw) ? ""0"" : tutRaw,"
Mapping_EntityCe.cs,1545,<init>.Tin,var ltce = new Globe.LowTaxJurisdictionTypeLtce { Tin = ParseTin(tinRaw) };
Mapping_EntityCe.cs,1548,<init>.TopUpTaxAmount,"js.LowTaxJurisdiction ??= new Globe.LowTaxJurisdictionType { TopUpTaxAmount = ""0"" };"
Mapping_EntityCe.cs,1598,<init>.Value,tin = new Globe.TinType { Value = tinVal };
Mapping_EntityCe.cs,1637,<init>.Tin,"Tin = tin,"
Mapping_EntityCe.cs,1638,<init>.ResCountryCode,"ResCountryCode = cc,"
Mapping_EntityCe.cs,1639,<init>.OtherOwnershipAllocation,"OtherOwnershipAllocation = string.IsNullOrEmpty(other) ? ""0"" : other,"
Mapping_EntityCe.cs,1640,<init>.InclusionRatio,"InclusionRatio = inclusionRatio,"
Mapping_EntityCe.cs,1641,<init>.TopUpTaxShare,"TopUpTaxShare = string.IsNullOrEmpty(tutShare) ? ""0"" : tutShare,"
Mapping_EntityCe.cs,1642,<init>.IirOffSet,"IirOffSet = string.IsNullOrEmpty(iirOff) ? ""0"" : iirOff,"
Mapping_EntityCe.cs,1643,<init>.TopUpTax,"TopUpTax = string.IsNullOrEmpty(topUpTax) ? ""0"" : topUpTax,"
Mapping_EntityCe.cs,1674,<init>.TopUpTaxAmount,"js.LowTaxJurisdiction ??= new Globe.LowTaxJurisdictionType { TopUpTaxAmount = ""0"" };"
Mapping_EntityCe.cs,1679,<init>.Article251TopUpTax,"Article251TopUpTax = art251 ?? ""0"","
Mapping_EntityCe.cs,1680,<init>.TotalUtprTopUpTax,"TotalUtprTopUpTax = totalUtpr ?? ""0"","
Mapping_EntityCe.cs,1717,<init>.Status,"Status = status.Value,"
Mapping_EntityCe.cs,1718,<init>.ElectionYear,"ElectionYear = ey ?? default,"
Mapping_EntityCe.cs,1719,<init>.ElectionYearSpecified,"ElectionYearSpecified = ey.HasValue,"
Mapping_EntityCe.cs,1720,<init>.RevocationYear,"RevocationYear = ry ?? default,"
Mapping_EntityCe.cs,1721,<init>.RevocationYearSpecified,"RevocationYearSpecified = ry.HasValue,"
Mapping_JurCal.cs,226,subGroup.Tin,subGroup.Tin = ParseTin(
Mapping_JurCal.cs,245,etr.SubGroup,etr.SubGroup = subGroup;
Mapping_JurCal.cs,309,etr.EtrStatus,etr.EtrStatus = new Globe.EtrTypeEtrStatus();
Mapping_JurCal.cs,311,etr.EtrStatus.EtrComputation,etr.EtrStatus.EtrComputation = new Globe.EtrComputationType();
Mapping_JurCal.cs,316,etr.EtrStatus.EtrComputation.OverallComputation,etr.EtrStatus.EtrComputation.OverallComputation = overall;
Mapping_JurCal.cs,320,overall.Fanil,overall.Fanil = fanilRaw;
Mapping_JurCal.cs,324,overall.AdjustedFanil,overall.AdjustedFanil = adjFanilRaw;
Mapping_JurCal.cs,327,overall.NetGlobeIncome,overall.NetGlobeIncome ??=
Mapping_JurCal.cs,345,overall.NetGlobeIncome.Total,overall.NetGlobeIncome.Total = netGlobeRaw;
Mapping_JurCal.cs,349,overall.IncomeTaxExpense,overall.IncomeTaxExpense = incTaxRaw;
Mapping_JurCal.cs,354,overall.AdjustedCoveredTax,overall.AdjustedCoveredTax ??=
Mapping_JurCal.cs,359,overall.AdjustedCoveredTax.AggregrateCurrentTax,overall.AdjustedCoveredTax.AggregrateCurrentTax = aggTaxRaw;
Mapping_JurCal.cs,378,overall.AdjustedCoveredTax.Total,overall.AdjustedCoveredTax.Total = adjTaxRaw;
Mapping_JurCal.cs,402,overall.AdjustedCoveredTax.TransBlendCfc,overall.AdjustedCoveredTax.TransBlendCfc ??=
Mapping_JurCal.cs,434,overall.AdjustedCoveredTax.TransBlendCfc.Total,overall.AdjustedCoveredTax.TransBlendCfc.Total =
Mapping_JurCal.cs,448,overall.ExcessNegTaxExpense,overall.ExcessNegTaxExpense ??=
Mapping_JurCal.cs,451,overall.ExcessNegTaxExpense.PriorYearBalance,overall.ExcessNegTaxExpense.PriorYearBalance = exPriorRaw;
Mapping_JurCal.cs,453,overall.ExcessNegTaxExpense.GeneratedInRfy,overall.ExcessNegTaxExpense.GeneratedInRfy = exGenRaw;
Mapping_JurCal.cs,455,overall.ExcessNegTaxExpense.UtilizedInRfy,overall.ExcessNegTaxExpense.UtilizedInRfy = exUtilRaw;
Mapping_JurCal.cs,457,overall.ExcessNegTaxExpense.Remaining,overall.ExcessNegTaxExpense.Remaining = exRemRaw;
Mapping_JurCal.cs,473,overall.EtrRate,overall.EtrRate = rate > 1m ? rate / 100m : rate;
Mapping_JurCal.cs,540,d.TaxPaid,d.TaxPaid = taxPaidRaw;
Mapping_JurCal.cs,542,d.NetDtadtl,d.NetDtadtl = netDtadtlRaw;
Mapping_JurCal.cs,544,d.CarryingValue,d.CarryingValue = carryValRaw;
Mapping_JurCal.cs,546,d.Dtadtl,d.Dtadtl = dtadtlRaw;
Mapping_JurCal.cs,563,etr.EtrStatus,etr.EtrStatus = new Globe.EtrTypeEtrStatus();
Mapping_JurCal.cs,565,etr.EtrStatus.EtrComputation,etr.EtrStatus.EtrComputation = new Globe.EtrComputationType();
Mapping_JurCal.cs,569,etr.EtrStatus.EtrComputation.OverallComputation,etr.EtrStatus.EtrComputation.OverallComputation = overall;
Mapping_JurCal.cs,570,overall.AdjustedCoveredTax,overall.AdjustedCoveredTax ??=
Mapping_JurCal.cs,572,overall.AdjustedCoveredTax.DeferTaxAdjustAmt,overall.AdjustedCoveredTax.DeferTaxAdjustAmt ??=
Mapping_JurCal.cs,592,transition.Year,transition.Year = year.Value;
Mapping_JurCal.cs,595,transition.DeferredTaxLiabilityStart,transition.DeferredTaxLiabilityStart = dtlStartRaw;
Mapping_JurCal.cs,597,transition.DeferredTaxLiabilityRecast,transition.DeferredTaxLiabilityRecast = dtlRecastRaw;
Mapping_JurCal.cs,606,transition.DeferredTaxAssets,transition.DeferredTaxAssets ??=
Mapping_JurCal.cs,609,transition.DeferredTaxAssets.DeferredTaxAssetStart,transition.DeferredTaxAssets.DeferredTaxAssetStart = dtaStartRaw;
Mapping_JurCal.cs,611,transition.DeferredTaxAssets.DeferredTaxAssetRecast,transition.DeferredTaxAssets.DeferredTaxAssetRecast = dtaRecastRaw;
Mapping_JurCal.cs,613,transition.DeferredTaxAssets.DeferredTaxAssetExcluded,transition.DeferredTaxAssets.DeferredTaxAssetExcluded = dtaExclRaw;
Mapping_JurCal.cs,615,transition.DeferredTaxAssets.Total,transition.DeferredTaxAssets.Total = dtaTotalRaw;
Mapping_JurCal.cs,683,etr.EtrStatus,etr.EtrStatus = new Globe.EtrTypeEtrStatus();
Mapping_JurCal.cs,685,etr.EtrStatus.EtrComputation,etr.EtrStatus.EtrComputation = new Globe.EtrComputationType();
Mapping_JurCal.cs,689,etr.EtrStatus.EtrComputation.OverallComputation,etr.EtrStatus.EtrComputation.OverallComputation = overall;
Mapping_JurCal.cs,691,overall.AdjustedCoveredTax,overall.AdjustedCoveredTax ??=
Mapping_JurCal.cs,693,overall.AdjustedCoveredTax.PostFilingAdjust,overall.AdjustedCoveredTax.PostFilingAdjust ??=
Mapping_JurCal.cs,700,pfa.DeferTaxAsset,pfa.DeferTaxAsset ??=
Mapping_JurCal.cs,711,pfa.DeferTaxAsset.Total,pfa.DeferTaxAsset.Total = deferTotal;
Mapping_JurCal.cs,717,pfa.CoveredTaxRefund,pfa.CoveredTaxRefund ??=
Mapping_JurCal.cs,728,pfa.CoveredTaxRefund.Total,pfa.CoveredTaxRefund.Total = refundTotal;
Mapping_JurCal.cs,809,entry.RecaptureDeferred,entry.RecaptureDeferred ??=
Mapping_JurCal.cs,814,rd.DtlrfyMinus5,rd.DtlrfyMinus5 = dtlMinus5Raw;
Mapping_JurCal.cs,816,rd.RecapDtlrfyMinus5,rd.RecapDtlrfyMinus5 = recapMinus5Raw;
Mapping_JurCal.cs,818,rd.Dtlrfy,rd.Dtlrfy = dtlRfyRaw;
Mapping_JurCal.cs,829,rd.AggregateDtl,rd.AggregateDtl ??=
Mapping_JurCal.cs,839,rd.AggregateDtl.ReportingFiscalYear,rd.AggregateDtl.ReportingFiscalYear ??=
Mapping_JurCal.cs,842,rd.AggregateDtl.ReportingFiscalYear.AmountPreTransition,rd.AggregateDtl.ReportingFiscalYear.AmountPreTransition = rfyPreTrans;
Mapping_JurCal.cs,844,rd.AggregateDtl.ReportingFiscalYear.AmountOutBalance,rd.AggregateDtl.ReportingFiscalYear.AmountOutBalance = rfyOutBal;
Mapping_JurCal.cs,846,rd.AggregateDtl.ReportingFiscalYear.AmountUnjustified,rd.AggregateDtl.ReportingFiscalYear.AmountUnjustified = rfyUnjust;
Mapping_JurCal.cs,856,rd.AggregateDtl.PriorFiscalYear,rd.AggregateDtl.PriorFiscalYear ??=
Mapping_JurCal.cs,859,rd.AggregateDtl.PriorFiscalYear.AmountPreTransition,rd.AggregateDtl.PriorFiscalYear.AmountPreTransition = priorPreTrans;
Mapping_JurCal.cs,861,rd.AggregateDtl.PriorFiscalYear.AmountOutBalance,rd.AggregateDtl.PriorFiscalYear.AmountOutBalance = priorOutBal;
Mapping_JurCal.cs,863,rd.AggregateDtl.PriorFiscalYear.AmountUnjustified,rd.AggregateDtl.PriorFiscalYear.AmountUnjustified = priorUnjust;
Mapping_JurCal.cs,920,etr.EtrStatus,etr.EtrStatus = new Globe.EtrTypeEtrStatus();
Mapping_JurCal.cs,922,etr.EtrStatus.EtrComputation,etr.EtrStatus.EtrComputation = new Globe.EtrComputationType();
Mapping_JurCal.cs,927,etr.EtrStatus.EtrComputation.OverallComputation,etr.EtrStatus.EtrComputation.OverallComputation = overall;
Mapping_JurCal.cs,929,overall.AdjustedCoveredTax,overall.AdjustedCoveredTax ??=
Mapping_JurCal.cs,931,overall.AdjustedCoveredTax.DeferTaxAdjustAmt,overall.AdjustedCoveredTax.DeferTaxAdjustAmt ??=
Mapping_JurCal.cs,937,dt.DefTaxAmt,dt.DefTaxAmt = defTaxRaw;
Mapping_JurCal.cs,939,dt.DiffCarryValue,dt.DiffCarryValue = diffCarryRaw;
Mapping_JurCal.cs,941,dt.GLoBeValue,dt.GLoBeValue = globeValRaw;
Mapping_JurCal.cs,943,dt.BefRecastAdjust,dt.BefRecastAdjust = befRecastRaw;
Mapping_JurCal.cs,945,dt.TotalAdjust,dt.TotalAdjust = totalAdjRaw;
Mapping_JurCal.cs,947,dt.PreRecast,dt.PreRecast = preRecastRaw;
Mapping_JurCal.cs,949,dt.Total,dt.Total = totalRaw;
Mapping_JurCal.cs,953,dt.Recast,dt.Recast ??=
Mapping_JurCal.cs,956,dt.Recast.Lower,dt.Recast.Lower = recastLoRaw;
Mapping_JurCal.cs,958,dt.Recast.Higher,dt.Recast.Higher = recastHiRaw;
Mapping_JurCal.cs,1031,etr.EtrStatus,etr.EtrStatus = new Globe.EtrTypeEtrStatus();
Mapping_JurCal.cs,1032,etr.Election,etr.Election ??= new Globe.EtrTypeElection();
Mapping_JurCal.cs,1041,el.Art326,el.Art326 = ParseBool(v);
Mapping_JurCal.cs,1042,el.Art326Specified,el.Art326Specified = true;
Mapping_JurCal.cs,1050,el.Art461,el.Art461 = ParseBool(v);
Mapping_JurCal.cs,1051,el.Art461Specified,el.Art461Specified = true;
Mapping_JurCal.cs,1059,el.Art531,el.Art531 = ParseBool(v);
Mapping_JurCal.cs,1060,el.Art531Specified,el.Art531Specified = true;
Mapping_JurCal.cs,1068,el.Art415,el.Art415 = ParseBool(v);
Mapping_JurCal.cs,1069,el.Art415Specified,el.Art415Specified = true;
Mapping_JurCal.cs,1089,el.Art321C,el.Art321C = new Globe.EtrTypeElectionArt321C
Mapping_JurCal.cs,1114,el.Art321C.KEquityInvestmentInclusionElection,el.Art321C.KEquityInvestmentInclusionElection = v1;
Mapping_JurCal.cs,1116,el.Art321C.QualOwnerIntentBalance,el.Art321C.QualOwnerIntentBalance = v2;
Mapping_JurCal.cs,1118,el.Art321C.Additions,el.Art321C.Additions = v3;
Mapping_JurCal.cs,1120,el.Art321C.Reductions,el.Art321C.Reductions = v4;
Mapping_JurCal.cs,1122,el.Art321C.OutstandingBalance,el.Art321C.OutstandingBalance = v5;
Mapping_JurCal.cs,1130,el.Art322,el.Art322 = new Globe.EtrTypeElectionArt322
Mapping_JurCal.cs,1144,el.Art325,el.Art325 = new Globe.EtrTypeElectionArt325
Mapping_JurCal.cs,1159,el.Art328,el.Art328 = new Globe.EtrTypeElectionArt328
Mapping_JurCal.cs,1174,el.NoDefTaxAllocation,el.NoDefTaxAllocation = new Globe.EtrTypeElectionNoDefTaxAllocation
Mapping_JurCal.cs,1188,el.Art45,el.Art45 = new Globe.EtrTypeElectionArt45
Mapping_JurCal.cs,1215,etr.Election,etr.Election = null;
Mapping_JurCal.cs,1329,overall.AdjustedCoveredTax,overall.AdjustedCoveredTax ??=
Mapping_JurCal.cs,1331,overall.AdjustedCoveredTax.DeemedDistTax,overall.AdjustedCoveredTax.DeemedDistTax ??=
Mapping_JurCal.cs,1346,ddt.Election,ddt.Election ??=
Mapping_JurCal.cs,1354,el.Reduction,el.Reduction = reductionRaw;
Mapping_JurCal.cs,1356,el.IncrementalTopUpTax,el.IncrementalTopUpTax = incrRaw;
Mapping_JurCal.cs,1368,el.Ratio,el.Ratio = ratio > 1m ? ratio / 100m : ratio;
Mapping_JurCal.cs,1388,etr.EtrStatus,etr.EtrStatus = new Globe.EtrTypeEtrStatus();
Mapping_JurCal.cs,1390,etr.EtrStatus.EtrComputation,etr.EtrStatus.EtrComputation = new Globe.EtrComputationType();
Mapping_JurCal.cs,1394,etr.EtrStatus.EtrComputation.OverallComputation,etr.EtrStatus.EtrComputation.OverallComputation = overall;
Mapping_JurCal.cs,1424,overall.TopUpTaxPercentage,overall.TopUpTaxPercentage = pct;
Mapping_JurCal.cs,1429,overall.ExcessProfits,overall.ExcessProfits = excessRaw;
Mapping_JurCal.cs,1431,overall.TopUpTax,overall.TopUpTax = taxRaw;
Mapping_JurCal.cs,1467,overall.SubstanceExclusion,overall.SubstanceExclusion ??=
Mapping_JurCal.cs,1471,se.Total,se.Total = total;
Mapping_JurCal.cs,1473,se.PayrollCost,se.PayrollCost = payrollCost;
Mapping_JurCal.cs,1475,se.TangibleAssetValue,se.TangibleAssetValue = tangibleVal;
Mapping_JurCal.cs,1479,se.PayrollMarkUp,se.PayrollMarkUp = m;
Mapping_JurCal.cs,1488,se.TangibleAssetMarkup,se.TangibleAssetMarkup = m;
Mapping_JurCal.cs,1511,overall.SubstanceExclusion,overall.SubstanceExclusion ??=
Mapping_JurCal.cs,1524,jur.ResCountryCode,jur.ResCountryCode = cc;
Mapping_JurCal.cs,1525,jur.ResCountryCodeSpecified,jur.ResCountryCodeSpecified = true;
Mapping_JurCal.cs,1570,overall.SubstanceExclusion,overall.SubstanceExclusion ??=
Mapping_JurCal.cs,1579,jur.ResCountryCode,jur.ResCountryCode = cc;
Mapping_JurCal.cs,1580,jur.ResCountryCodeSpecified,jur.ResCountryCodeSpecified = true;
Mapping_JurCal.cs,1672,entry.Previous,entry.Previous =
Mapping_JurCal.cs,1686,entry.Previous.EtrRate,entry.Previous.EtrRate = pEtr;
Mapping_JurCal.cs,1691,entry.Previous.TopUpTaxPercentage,entry.Previous.TopUpTaxPercentage = pPct;
Mapping_JurCal.cs,1694,entry.Recalculated,entry.Recalculated =
Mapping_JurCal.cs,1708,entry.Recalculated.EtrRate,entry.Recalculated.EtrRate = rEtr;
Mapping_JurCal.cs,1713,entry.Recalculated.TopUpTaxPercentage,entry.Recalculated.TopUpTaxPercentage = rPct;
Mapping_JurCal.cs,1715,overall.AdditionalTopUpTax,overall.AdditionalTopUpTax ??=
Mapping_JurCal.cs,1742,overall.AdditionalTopUpTax,overall.AdditionalTopUpTax ??=
Mapping_JurCal.cs,1744,overall.AdditionalTopUpTax.Art415,overall.AdditionalTopUpTax.Art415 =
Mapping_JurCal.cs,1800,overall.Qdmtt,overall.Qdmtt ??= new Globe.EtrComputationTypeOverallComputationQdmtt();
Mapping_JurCal.cs,1804,q.Fas,q.Fas = fasRaw;
Mapping_JurCal.cs,1806,q.Amount,q.Amount = amtRaw;
Mapping_JurCal.cs,1808,q.BasisforBlending,q.BasisforBlending = basisRaw;
Mapping_JurCal.cs,1814,q.MinRate,q.MinRate = rate;
Mapping_JurCal.cs,1815,q.MinRateSpecified,q.MinRateSpecified = true;
Mapping_JurCal.cs,1824,q.Currency,q.Currency = cur;
Mapping_JurCal.cs,1830,q.SbieAvailable,q.SbieAvailable = ParseBool(sbieRaw);
Mapping_JurCal.cs,1832,q.DeMinAvailable,q.DeMinAvailable = ParseBool(deMinRaw);
Mapping_JurCal.cs,1839,q.CurrencyElection,q.CurrencyElection ??=
Mapping_JurCal.cs,1841,q.CurrencyElection.Currency,q.CurrencyElection.Currency = elCur;
Mapping_JurCal.cs,1842,q.CurrencyElection.Status,q.CurrencyElection.Status = true;
Mapping_JurCal.cs,1843,q.CurrencyElection.ElectionYear,q.CurrencyElection.ElectionYear = selY;
Mapping_JurCal.cs,1850,q.CurrencyElection.RevocationYear,q.CurrencyElection.RevocationYear = revY;
Mapping_JurCal.cs,1851,q.CurrencyElection.RevocationYearSpecified,q.CurrencyElection.RevocationYearSpecified = true;
Mapping_JurCal.cs,1896,etr.EtrStatus,etr.EtrStatus = new Globe.EtrTypeEtrStatus();
Mapping_JurCal.cs,1898,etr.EtrStatus.EtrComputation,etr.EtrStatus.EtrComputation = new Globe.EtrComputationType();
Mapping_JurCal.cs,1902,etr.EtrStatus.EtrComputation.OverallComputation,etr.EtrStatus.EtrComputation.OverallComputation = overall;
Mapping_JurCal.cs,1903,overall.NetGlobeIncome,overall.NetGlobeIncome ??=
Mapping_JurCal.cs,1917,overall.NetGlobeIncome.IntShippingIncome,overall.NetGlobeIncome.IntShippingIncome =
Mapping_JurCal.cs,205,<init>.Jurisdiction,"Jurisdiction = countryCode,"
Mapping_JurCal.cs,206,<init>.GLoBeTax,"GLoBeTax = new Globe.GlobeTax(),"
Mapping_JurCal.cs,216,<init>.EtrStatus,etr = new Globe.EtrType { EtrStatus = new Globe.EtrTypeEtrStatus() };
Mapping_JurCal.cs,242,<init>.Cell,"new MappingEntry { Cell = ""3.1+2/O"", Label = ""[3.1] 하위그룹유형"" }"
Mapping_JurCal.cs,242,<init>.Label,"new MappingEntry { Cell = ""3.1+2/O"", Label = ""[3.1] 하위그룹유형"" }"
Mapping_JurCal.cs,337,<init>.Amount,"Amount = amount,"
Mapping_JurCal.cs,338,<init>.AdjustmentItem,"AdjustmentItem = AdjustmentItems[i],"
Mapping_JurCal.cs,370,<init>.Amount,"Amount = amount,"
Mapping_JurCal.cs,371,<init>.AdjustmentItem,"AdjustmentItem = CoveredTaxAdjItems[i],"
Mapping_JurCal.cs,408,<init>.Jurisdiction,"Jurisdiction = cfcJur,"
Mapping_JurCal.cs,409,<init>.Allocation,Allocation =
Mapping_JurCal.cs,412,<init>.SubGroupTin,SubGroupTin = string.IsNullOrEmpty(tinRaw)
Mapping_JurCal.cs,415,<init>.AggAllocTax,"AggAllocTax = amtRaw,"
Mapping_JurCal.cs,537,<init>.ResCountryCode,"ResCountryCode = cc,"
Mapping_JurCal.cs,706,<init>.Year,"Year = yr,"
Mapping_JurCal.cs,707,<init>.Amount,"Amount = amt,"
Mapping_JurCal.cs,723,<init>.Year,"Year = yr,"
Mapping_JurCal.cs,724,<init>.Amount,"Amount = amt,"
Mapping_JurCal.cs,804,<init>.AdjustmentItem,"AdjustmentItem = Globe.DeferredAdjustedTaxEnumType.Gir2509,"
Mapping_JurCal.cs,971,<init>.Amount,"Amount = detailAmts[i],"
Mapping_JurCal.cs,972,<init>.AdjustmentItem,"AdjustmentItem = DeferTaxAdjItems[i],"
Mapping_JurCal.cs,1091,<init>.Status,"Status = true,"
Mapping_JurCal.cs,1092,<init>.ElectionYear,"ElectionYear = ey,"
Mapping_JurCal.cs,1093,<init>.RevocationYear,"RevocationYear = ry,"
Mapping_JurCal.cs,1094,<init>.RevocationYearSpecified,"RevocationYearSpecified = hasRev,"
Mapping_JurCal.cs,1095,<init>.KEquityInvestmentInclusionElection,"KEquityInvestmentInclusionElection = """","
Mapping_JurCal.cs,1096,<init>.QualOwnerIntentBalance,"QualOwnerIntentBalance = """","
Mapping_JurCal.cs,1097,<init>.Additions,"Additions = """","
Mapping_JurCal.cs,1098,<init>.Reductions,"Reductions = """","
Mapping_JurCal.cs,1099,<init>.OutstandingBalance,"OutstandingBalance = """","
Mapping_JurCal.cs,1132,<init>.Status,"Status = true,"
Mapping_JurCal.cs,1133,<init>.ElectionYear,"ElectionYear = ey,"
Mapping_JurCal.cs,1134,<init>.RevocationYear,"RevocationYear = ry,"
Mapping_JurCal.cs,1135,<init>.RevocationYearSpecified,"RevocationYearSpecified = hasRev,"
Mapping_JurCal.cs,1146,<init>.Status,"Status = true,"
Mapping_JurCal.cs,1147,<init>.ElectionYear,"ElectionYear = ey,"
Mapping_JurCal.cs,1148,<init>.ElectionYearSpecified,"ElectionYearSpecified = true,"
Mapping_JurCal.cs,1149,<init>.RevocationYear,"RevocationYear = ry,"
Mapping_JurCal.cs,1150,<init>.RevocationYearSpecified,"RevocationYearSpecified = hasRev,"
Mapping_JurCal.cs,1161,<init>.Status,"Status = true,"
Mapping_JurCal.cs,1162,<init>.ElectionYear,"ElectionYear = ey,"
Mapping_JurCal.cs,1163,<init>.ElectionYearSpecified,"ElectionYearSpecified = true,"
Mapping_JurCal.cs,1164,<init>.RevocationYear,"RevocationYear = ry,"
Mapping_JurCal.cs,1165,<init>.RevocationYearSpecified,"RevocationYearSpecified = hasRev,"
Mapping_JurCal.cs,1176,<init>.Status,"Status = true,"
Mapping_JurCal.cs,1177,<init>.ElectionYear,"ElectionYear = ey,"
Mapping_JurCal.cs,1178,<init>.RevocationYear,"RevocationYear = ry,"
Mapping_JurCal.cs,1179,<init>.RevocationYearSpecified,"RevocationYearSpecified = hasRev,"
Mapping_JurCal.cs,1190,<init>.Status,"Status = true,"
Mapping_JurCal.cs,1191,<init>.ElectionYear,"ElectionYear = ey,"
Mapping_JurCal.cs,1192,<init>.ElectionYearSpecified,"ElectionYearSpecified = true,"
Mapping_JurCal.cs,1193,<init>.RevocationYear,"RevocationYear = ry,"
Mapping_JurCal.cs,1194,<init>.RevocationYearSpecified,"RevocationYearSpecified = hasRev,"
Mapping_JurCal.cs,1289,<init>.Year,"Year = recYear,"
Mapping_JurCal.cs,1290,<init>.StartAmount,"StartAmount = cRaw ?? """","
Mapping_JurCal.cs,1291,<init>.DdtYear3,"DdtYear3 = fRaw ?? """","
Mapping_JurCal.cs,1292,<init>.DdtYear2,"DdtYear2 = iRaw ?? """","
Mapping_JurCal.cs,1293,<init>.DdtYear1,"DdtYear1 = kRaw ?? """","
Mapping_JurCal.cs,1294,<init>.DdtYear0,"DdtYear0 = mRaw ?? """","
Mapping_JurCal.cs,1295,<init>.TotalDdt,"TotalDdt = """", // 폼에 직접 입력칸 없음"
Mapping_JurCal.cs,1296,<init>.EndAmount,"EndAmount = pRaw ?? """","
Mapping_JurCal.cs,1334,<init>.Total,"Total = """","
Mapping_JurCal.cs,1535,<init>.JurOfOwners,"JurOfOwners = jur,"
Mapping_JurCal.cs,1536,<init>.PayrollCost,PayrollCost =
Mapping_JurCal.cs,1539,<init>.Total,"Total = payRaw,"
Mapping_JurCal.cs,1540,<init>.Allocation,"Allocation = paAlRaw ?? """","
Mapping_JurCal.cs,1542,<init>.TangibleAssetValue,TangibleAssetValue =
Mapping_JurCal.cs,1545,<init>.Total,"Total = tanRaw ?? """","
Mapping_JurCal.cs,1546,<init>.Allocation,"Allocation = taAlRaw ?? """","
Mapping_JurCal.cs,1590,<init>.JurOfOwners,"JurOfOwners = jur,"
Mapping_JurCal.cs,1591,<init>.PayrollCost,PayrollCost =
Mapping_JurCal.cs,1594,<init>.Total,"Total = payRaw,"
Mapping_JurCal.cs,1595,<init>.Allocation,"Allocation = paAlRaw ?? """","
Mapping_JurCal.cs,1597,<init>.TangibleAssetValue,TangibleAssetValue =
Mapping_JurCal.cs,1600,<init>.Total,"Total = tanRaw ?? """","
Mapping_JurCal.cs,1601,<init>.Allocation,"Allocation = taAlRaw ?? """","
Mapping_JurCal.cs,1652,<init>.Year,"Year = year,"
Mapping_JurCal.cs,1653,<init>.AdditionalTopUpTax,"AdditionalTopUpTax = Cell(ws, r, 17) ?? """", // Q: 당기추가세액가산액"
Mapping_JurCal.cs,1675,<init>.NetGlobeIncome,"NetGlobeIncome = Cell(ws, r, 7) ?? """", // G"
Mapping_JurCal.cs,1676,<init>.AdjustedCoveredTax,"AdjustedCoveredTax = Cell(ws, r, 10) ?? """", // J"
Mapping_JurCal.cs,1677,<init>.ExcessProfits,"ExcessProfits = Cell(ws, r, 12) ?? """", // L"
Mapping_JurCal.cs,1678,<init>.TopUpTax,"TopUpTax = Cell(ws, r, 15) ?? """", // O"
Mapping_JurCal.cs,1697,<init>.NetGlobeIncome,"NetGlobeIncome = Cell(ws, r + 1, 7) ?? """", // G"
Mapping_JurCal.cs,1698,<init>.AdjustedCoveredTax,"AdjustedCoveredTax = Cell(ws, r + 1, 10) ?? """", // J"
Mapping_JurCal.cs,1699,<init>.ExcessProfits,"ExcessProfits = Cell(ws, r + 1, 12) ?? """", // L"
Mapping_JurCal.cs,1700,<init>.TopUpTax,"TopUpTax = Cell(ws, r + 1, 15) ?? """", // O"
Mapping_JurCal.cs,1747,<init>.AdjustedCoveredTax,"AdjustedCoveredTax = actRaw ?? """","
Mapping_JurCal.cs,1748,<init>.GlobeLoss,"GlobeLoss = lossRaw ?? """","
Mapping_JurCal.cs,1749,<init>.ExpectedAdjustedCoveredTax,"ExpectedAdjustedCoveredTax = expRaw ?? """","
Mapping_JurCal.cs,1750,<init>.AdditionalTopUpTax,"AdditionalTopUpTax = addRaw ?? """","
Mapping_JurCal.cs,1920,<init>.Total,"Total = totalRaw,"
Mapping_JurCal.cs,1921,<init>.TotalIntShipIncome,"TotalIntShipIncome = totalIntShipRaw ?? """","
